Tipo,Denominação,"Código Postal",Descritivo
LOJA,"CTT ARROIOS (LISBOA)",1001-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1002-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1002-001,LISBOA
LOJA,"CTT ROMA (LISBOA)",1006-601,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1007-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1008-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1009-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1011-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1012-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1013-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1016-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1016-804,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1017-001,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1017-801,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1017-808,LISBOA
LOJA,"CTT ARROIOS (LISBOA)",1017-812,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1051-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1051-802,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1051-804,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1052-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1052-803,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1053-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1053-804,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1054-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1054-804,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1056-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1057-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1057-803,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1058-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1058-801,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1058-805,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1059-001,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1059-002,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-001,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-002,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-003,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-803,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-806,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-810,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-811,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-812,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-815,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-816,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-817,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-818,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-819,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-820,LISBOA
LOJA,"CTT PICOAS (LISBOA)",1061-821,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-001,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-002,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-003,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-004,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-005,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-803,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-808,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-824,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-826,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-835,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-840,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-841,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-843,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-844,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-845,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-846,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-847,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-848,LISBOA
LOJA,"CTT 5 DE OUTUBRO (LISBOA)",1064-849,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1071-001,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1071-801,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1071-803,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1071-812,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1072-002,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1072-802,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1072-804,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1072-805,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1074-003,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1074-004,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1074-005,LISBOA
LOJA,"CTT CAMPOLIDE (LISBOA)",1074-807,LISBOA
LOJA,"CTT SETE RIOS (LISBOA)",1081-601,LISBOA
LOJA,"CTT SETE RIOS (LISBOA)",1081-651,LISBOA
LOJA,"CTT SETE RIOS (LISBOA)",1081-652,LISBOA
LOJA,"CTT SETE RIOS (LISBOA)",1081-653,LISBOA
LOJA,"CTT SETE RIOS (LISBOA)",1081-654,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1101-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1101-801,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1101-802,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1101-803,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1101-808,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1102-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1102-803,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1103-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1103-801,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1104-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1104-801,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1106-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1106-802,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1106-805,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1107-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1107-805,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1108-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1108-804,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1108-807,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1109-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1111-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1111-805,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1112-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1112-803,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1113-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1113-801,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1114-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1114-804,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1116-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1116-802,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1117-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1118-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1118-803,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1119-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1121-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1122-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1122-801,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1122-806,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1123-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1123-804,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1123-805,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1124-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1124-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1124-802,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1126-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1127-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1127-803,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1128-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1129-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1131-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1132-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1133-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1134-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1144-001,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1144-003,LISBOA
LOJA,"CTT PRAÇA DO MUNICÍPIO (LISBOA)",1147-601,LISBOA
LOJA,"CTT SANTA MARTA (LISBOA)",1151-801,LISBOA
LOJA,"CTT SANTA MARTA (LISBOA)",1151-851,LISBOA
LOJA,"CTT GRAÇA (LISBOA)",1171-801,LISBOA
LOJA,"CTT LAPA (LISBOA)",1201-800,LISBOA
LOJA,"CTT LAPA (LISBOA)",1201-801,LISBOA
LOJA,"CTT LAPA (LISBOA)",1201-802,LISBOA
LOJA,"CTT CAMPO DE OURIQUE (LISBOA)",1251-602,LISBOA
LOJA,"CTT RATO (LISBOA)",1251-901,LISBOA
LOJA,"CTT CAMPO DE OURIQUE (LISBOA)",1251-997,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-801,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-901,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-902,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-903,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-904,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-905,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-918,LISBOA
LOJA,"CTT CALVÁRIO (LISBOA)",1301-923,LISBOA
LOJA,"CTT RESTELO (LISBOA)",1401-801,LISBOA
LOJA,"CTT MIRAFLORES",1496-701,ALGÉS
LOJA,"CTT ALGÉS",1496-801,ALGÉS
LOJA,"CTT ALGÉS",1496-901,ALGÉS
LOJA,"CTT ALGÉS",1496-903,ALGÉS
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1501-001,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1501-803,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1501-805,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1501-806,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1502-001,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-001,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-002,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-003,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-802,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-809,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1503-814,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1504-001,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1506-001,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1511-601,LISBOA
LOJA,"CTT S DOMINGOS DE BENFICA (LISBOA)",1512-601,LISBOA
LOJA,"CTT BENFICA (LISBOA)",1514-801,LISBOA
LOJA,"CTT BENFICA (LISBOA)",1516-801,LISBOA
LOJA,"CTT BOLSA (LISBOA)",1601-301,LISBOA
LOJA,"CTT BOLSA (LISBOA)",1601-351,LISBOA
LOJA,"CTT BOLSA (LISBOA)",1601-352,LISBOA
LOJA,"CTT BOLSA (LISBOA)",1601-353,LISBOA
LOJA,"CTT BOLSA (LISBOA)",1601-354,LISBOA
LOJA,"CTT TELHEIRAS (LISBOA)",1601-801,LISBOA
LOJA,"CTT LUMIAR (LISBOA)",1601-901,LISBOA
LOJA,"CTT LUMIAR (LISBOA)",1601-901,LISBOA
LOJA,"CTT PONTINHA (ODIVELAS)",1676-901,PONTINHA
LOJA,"CTT VILA DE CANEÇAS",1686-803,CANEÇAS
LOJA,"CTT VILA DE CANEÇAS",1686-901,CANEÇAS
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1701-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1702-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1703-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1703-801,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1704-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1704-801,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1706-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1707-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1708-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1709-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1709-802,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1711-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1711-801,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1713-001,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1721-501,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1721-551,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1721-552,LISBOA
LOJA,"CTT S JOÃO DE BRITO (LISBOA)",1721-553,LISBOA
LOJA,"CTT AEROPORTO DE LISBOA",1721-801,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-001,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-801,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-804,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-805,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-807,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-809,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-811,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-812,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-813,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-814,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-815,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-816,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-817,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-818,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-819,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-820,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-821,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-822,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-823,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-824,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-825,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-826,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-827,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-828,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-829,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-830,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-831,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-832,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-833,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-834,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-835,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-836,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-837,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1801-838,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-001,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-802,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-805,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-806,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-810,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-811,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-812,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-814,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-819,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-820,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-821,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-822,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-823,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-824,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-825,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-826,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-827,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-828,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1802-830,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1803-001,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1803-804,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1803-808,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-001,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-072,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-100,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-814,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-815,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-816,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-817,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1804-819,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1806-001,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-017,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-018,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-019,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-022,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-026,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-029,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-032,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-033,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-034,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-035,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-036,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-038,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-039,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-040,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-041,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-044,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-045,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-046,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-047,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-048,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-075,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-076,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-077,LISBOA
LOJA,"CTT CABO RUIVO (LISBOA)",1807-078,LISBOA
LOJA,"CTT OLIVAIS SUL (LISBOA)",1811-601,LISBOA
LOJA,"CTT MOSCAVIDE",1886-001,MOSCAVIDE
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-502,LISBOA
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-801,LISBOA
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-802,LISBOA
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-803,LISBOA
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-806,LISBOA
LOJA,"CTT MORAIS SOARES (LISBOA)",1901-807,LISBOA
LOJA,"CTT D AFONSO HENRIQUES (LISBOA)",1906-901,LISBOA
LOJA,"CTT D AFONSO HENRIQUES (LISBOA)",1906-901,LISBOA
LOJA,"CTT D AFONSO HENRIQUES (LISBOA)",1911-701,LISBOA
LOJA,"CTT D AFONSO HENRIQUES (LISBOA)",1911-753,LISBOA
LOJA,"CTT GARE DO ORIENTE",1991-901,LISBOA
LOJA,"CTT GARE DO ORIENTE",1991-902,LISBOA
LOJA,"CTT GARE DO ORIENTE",1991-951,LISBOA
LOJA,"CTT GARE DO ORIENTE",1991-952,LISBOA
LOJA,"CTT GARE DO ORIENTE",1991-954,LISBOA
